TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
UNIP5;78,00;8,94;10,34;3,11;1,38;38,90;24,82;12,50;5,21;4,71;-0,02;-0,01;1,29;6,80;-2,32;2,00;30,02;13,34;25,49;0,44;0,55;1,07;19,21;20,95;29.458,56;25,12;7,54;-0,15;7.352.610.446,93
UNIP6;73,03;9,46;9,68;2,91;1,29;38,90;24,82;12,50;4,88;4,71;-0,02;-0,01;1,21;6,36;-2,17;2,00;30,02;13,34;25,49;0,44;0,55;1,07;19,21;20,95;12.931.433,74;25,12;7,54;-0,14;7.352.610.446,93
USIM3;6,59;4,54;-22,77;0,35;0,21;8,47;-2,09;-1,27;-13,85;-14,50;-0,58;0,01;0,29;0,62;-0,39;3,43;-1,55;-0,90;-2,06;0,58;0,35;0,71;24,78;;1.073.499,33;18,71;-0,29;0,21;8.301.616.795,64
USIM5;6,67;4,93;-23,04;0,36;0,21;8,47;-2,09;-1,27;-14,01;-14,50;-0,58;0,01;0,29;0,62;-0,39;3,43;-1,55;-0,90;-2,06;0,58;0,35;0,71;24,78;;75.755.670,37;18,71;-0,29;0,21;8.301.616.795,64
USIM6;16,31;2,02;-56,35;0,87;0,51;8,47;-2,09;-1,27;-34,27;-14,50;-0,58;0,01;0,72;1,53;-0,96;3,43;-1,55;-0,90;-2,06;0,58;0,35;0,71;24,78;;3.262,00;18,71;-0,29;0,53;8.301.616.795,64
VALE3;70,47;5,73;6,73;1,68;0,72;40,12;31,07;23,03;4,99;5,77;0,78;0,26;1,55;62,09;-0,86;1,08;24,99;10,66;21,26;0,43;0,56;0,46;15,85;21,94;1.554.696.011,67;41,90;10,47;-0,12;319.863.864.162,60
VAMO3;9,00;3,10;15,39;2,04;0,52;44,40;34,31;10,72;4,81;9,04;4,23;1,79;1,65;3,50;-0,73;2,03;13,24;3,36;13,27;0,25;0,75;0,31;64,03;51,58;81.577.767,59;4,42;0,58;0,73;9.938.921.121,00
VBBR3;21,45;3,82;12,28;1,84;0,61;4,58;2,47;1,24;6,15;8,51;2,36;0,71;0,15;1,98;-1,34;2,31;15,01;4,97;11,75;0,33;0,67;4,01;16,50;12,07;180.695.721,07;11,64;1,75;6,28;24.989.250.000,00
VITT3;9,46;3,48;10,69;2,41;1,59;39,73;19,32;16,68;9,22;10,34;1,12;0,29;1,78;4,41;-3,92;2,55;22,53;14,90;16,97;0,66;0,34;0,89;;;2.674.816,67;3,93;0,89;2,00;1.353.244.552,22
VIVA3;26,85;1,35;16,94;3,52;2,13;69,78;21,01;18,83;15,18;15,21;0,03;0,01;3,19;5,62;-5,19;2,81;20,76;12,60;20,40;0,61;0,39;0,67;;;63.583.588,56;7,64;1,59;2,26;6.341.910.097,65
VIVR3;3,47;;-1,29;4,45;0,25;28,15;-59,45;-57,23;-1,24;-1,27;-0,03;0,13;0,74;5,86;-0,51;1,09;-346,16;-19,63;-129,26;0,06;0,94;0,34;83,05;;761.369,59;0,78;-2,70;-0,05;82.157.604,21
VIVT3;49,51;5,20;16,90;1,19;0,69;42,85;14,76;9,61;11,01;12,77;1,76;0,19;1,62;-50,15;-0,82;0,92;7,03;4,06;7,74;0,58;0,42;0,42;2,14;1,12;124.276.131,70;41,64;2,93;-1,54;82.362.693.751,81
VIVT4;45,34;;15,48;1,09;0,63;42,85;14,76;9,61;10,08;12,77;1,76;0,19;1,49;-45,92;-0,75;0,92;7,03;4,06;7,74;0,58;0,42;0,42;2,14;1,12;;41,64;2,93;-1,41;82.362.693.751,81
VLID3;16,59;5,50;6,71;1,00;0,51;38,84;19,36;10,32;3,57;4,31;0,74;0,21;0,69;2,01;-1,02;2,00;14,90;7,56;14,76;0,51;0,48;0,73;3,60;48,87;6.027.113,67;16,60;2,47;0,01;1.357.665.461,25
VSPT3;4,99;;-0,32;0,37;0,11;7,78;-44,27;-67,63;-0,49;-1,03;-0,54;0,41;0,22;-2,01;-0,13;0,75;-116,54;-33,96;-62,87;0,29;0,71;0,50;7,49;;;13,44;-15,66;0,00;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;7,78;-44,27;-67,63;0,00;-1,03;-0,54;0,41;0,00;0,00;0,00;0,75;-116,54;-33,96;-62,87;0,29;0,71;0,50;7,49;;;13,44;-15,66;0,00;712.610.842,16
VSTE3;12,26;0,94;8,19;1,35;0,83;64,33;18,81;15,19;6,61;7,84;1,23;0,25;1,24;7,14;-1,24;1,56;16,54;10,18;7,51;0,62;0,38;0,67;-3,13;-16,59;169.195,74;9,05;1,50;-0,07;1.390.614.088,24
VULC3;20,77;4,84;9,05;2,57;1,82;40,55;19,67;20,41;9,39;9,41;0,02;0,01;1,85;3,37;-6,10;4,39;28,43;20,16;21,21;0,71;0,29;0,99;14,97;24,47;9.405.558,59;8,07;2,30;0,13;5.107.680.387,88
VVAR11;14,58;;-30,01;7,52;1,05;30,67;1,83;-3,76;61,78;16,05;13,93;1,70;1,13;-9,43;-1,84;0,79;-25,05;-3,50;-4,45;0,14;0,86;0,93;3,76;;;1,94;-0,49;-0,31;1.188.540.286,00
VVAR4;95,68;;-196,92;49,34;6,90;30,67;1,83;-3,76;405,42;16,05;13,93;1,70;7,41;-61,87;-12,09;0,79;-25,05;-3,50;-4,45;0,14;0,86;0,93;3,76;;;1,94;-0,49;-2,02;1.188.540.286,00
VVEO3;14,96;1,85;23,06;2,03;0,54;16,23;6,00;2,05;7,86;11,62;3,76;0,97;0,47;2,13;-1,21;1,83;8,82;2,33;9,96;0,26;0,74;1,14;;;8.640.488,56;7,36;0,65;-0,86;4.829.396.295,68
WEGE3;32,41;1,84;27,37;8,44;4,52;31,56;18,80;15,70;22,86;22,38;-0,48;-0,18;4,30;14,14;-14,58;1,86;30,82;16,52;25,44;0,54;0,45;1,05;25,71;34,19;308.317.052,48;3,84;1,18;0,68;136.035.076.315,18
WEST3;1,44;;-2,74;0,56;0,41;42,46;-35,85;-26,27;-2,01;-0,45;1,55;-0,43;0,72;0,97;-1,06;3,16;-20,29;-14,88;-25,86;0,73;0,27;0,57;367,94;;376.997,52;2,59;-0,53;-0,09;159.374.295,36
WHRL3;4,19;4,47;17,90;2,64;0,72;15,89;7,10;3,25;8,20;7,17;-0,97;-0,31;0,58;13,97;-2,43;1,08;14,73;4,02;17,66;0,27;0,73;1,24;12,32;-4,20;9.073,73;1,59;0,23;-0,31;6.254.005.704,88
WHRL4;4,10;5,02;17,52;2,58;0,70;15,89;7,10;3,25;8,03;7,17;-0,97;-0,31;0,57;13,67;-2,38;1,08;14,73;4,02;17,66;0,27;0,73;1,24;12,32;-4,20;42.138,67;1,59;0,23;-0,31;6.254.005.704,88
WIZC3;5,50;8,09;8,38;2,12;0,37;58,20;36,98;10,49;2,38;2,49;0,12;0,10;0,88;-8,11;-0,49;0,84;25,32;4,42;21,69;0,17;0,59;0,42;12,37;-8,01;2.307.281,48;2,59;0,66;-0,50;879.490.051,00
WLMM3;26,00;2,54;8,35;1,45;1,00;12,56;7,05;5,11;6,05;7,16;-0,01;0,00;0,43;2,72;-2,62;2,48;17,35;12,01;13,80;0,69;0,31;2,35;32,16;;6.871,00;17,94;3,11;0,69;1.121.403.780,00
WLMM4;34,13;2,08;11,18;1,94;1,34;12,56;7,05;5,11;8,10;7,16;-0,01;0,00;0,57;3,64;-3,51;2,48;17,35;12,01;13,80;0,69;0,31;2,35;32,16;;107.863,07;17,94;3,11;0,92;1.121.403.780,00
YDUQ3;19,08;;53,53;1,88;0,61;58,53;16,35;2,27;7,43;12,80;5,37;1,36;1,21;6,39;-0,83;1,56;3,51;1,13;8,82;0,32;0,68;0,50;6,20;-23,65;98.702.356,37;10,16;0,36;0,06;5.897.415.277,08
ZAMP3;6,67;;-16,48;1,34;0,46;64,96;2,25;-2,95;21,61;30,25;8,64;0,54;0,49;13,78;-0,58;1,18;-8,15;-2,77;2,35;0,34;0,66;0,94;15,36;;14.031.505,89;4,97;-0,40;-0,37;1.836.620.831,49
